ventureid,type_of_venture,retranscriber,perspective_of_source,nationality,source,date_of_primary_source,name_of_the_ship,name_of_the_captain,name_of_investor,name_of_outfitter,number_of_voyages,internal_crossref,voyage_id_in_tstd,place_of_outfitting,place_of_purchase,place_of_disembarkation,date_of_departure_from_port_of_outfitting,date_trade_began_in_africa,date_of_departure_from_africa,date_vessel_arrived_with_enslaved,date_of_return_to_port_of_outfitting,number_of_enslaved_purchased,number_of_enslaved_sold,share_of_the_ship,complete_data_on_outlays,complete_data_on_returns,profits_reported_in_source,fatecol,various_remarks
GK002,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Aurora,Johannes Bakker,,Middelburgse Commercie Compagnie,1,,10445,Middelburg,nan,nan,1774-01-11,nan,nan,nan,1775-09-11,319,309,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK003,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Aurora,Olphert Machielsen,,Middelburgse Commercie Compagnie,1,,10446,Middelburg,nan,nan,1776-06-01,nan,nan,nan,1777-06-02,260,249,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK004,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Aurora,Johannes Gargon,,Middelburgse Commercie Compagnie,1,,10447,Middelburg,nan,nan,1779-01-03,nan,nan,nan,1780-05-29,325,283,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK005,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Brandenburg,Alexander Gerritsen,,Middelburgse Commercie Compagnie,1,,10463,Middelburg,nan,nan,1791-06-16,nan,nan,nan,nan,226,202,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK006,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Drie Gezusters,Maarten Stam,,Middelburgse Commercie Compagnie,1,,10527,Middelburg,nan,nan,1755-08-13,nan,nan,nan,1756-10-22,234,211,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK007,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Drie Gezusters,Hendrik Santleven,,Middelburgse Commercie Compagnie,1,,10528,Middelburg,nan,nan,1757-06-24,nan,nan,nan,1759-11-02,405,391,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK008,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Eenigheid,Jan Menkenveld,,Middelburgse Commercie Compagnie,1,,10542,Middelburg,nan,nan,1761-10-01,nan,nan,nan,nan,326,293,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK009,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Eenigheid,Daniel Pruijmelaar,,Middelburgse Commercie Compagnie,1,,10543,Middelburg,nan,nan,1763-08-15,nan,nan,nan,1765-08-08,256,189,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK010,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Eenigheid,Willem de Molder,,Middelburgse Commercie Compagnie,1,,10544,Middelburg,nan,nan,nan,nan,nan,nan,nan,314,252,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK011,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Geertruida & Christina,Adriaan Jacobsz,,Middelburgse Commercie Compagnie,1,,10587,Middelburg,nan,nan,1767-11-23,nan,nan,nan,1769-05-28,261,225,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK012,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Geertruida & Christina,Johannes Bakker,,Middelburgse Commercie Compagnie,1,,10588,Middelburg,nan,nan,1769-12-28,nan,nan,nan,1771-04-26,321,283,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK013,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Geertruida & Christina,Willem Dreijber,,Middelburgse Commercie Compagnie,1,,10589,Middelburg,nan,nan,1771-08-23,nan,nan,nan,1773-05-19,289,229,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK014,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Geertruida & Christina,Johannes Noordhoek,,Middelburgse Commercie Compagnie,1,,10590,Middelburg,nan,nan,1774-05-09,nan,nan,nan,1776-02-23,345,272,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK015,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Geertruida & Christina,Johannes Bakker,,Middelburgse Commercie Compagnie,1,,10591,Middelburg,nan,nan,1776-11-26,nan,nan,nan,1778-06-06,304,293,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK016,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Geertruida & Christina,Cornelis van Kakom,,Middelburgse Commercie Compagnie,1,,10592,Middelburg,nan,nan,1782-08-21,nan,nan,nan,nan,276,145,1,yes,yes,,,"Voyages ended in Suriname due to bad condition of ship. Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK017,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Grenadier,Jan van der Loo,,Middelburgse Commercie Compagnie,1,,10617,Middelburg,nan,nan,1741-06-09,nan,nan,nan,nan,236,207,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK018,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Grenadier,Jan van der Loo,,Middelburgse Commercie Compagnie,1,,10618,Middelburg,nan,nan,1743-03-01,nan,nan,nan,1744-05-30,304,288,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK019,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Grenadier,Roelof Jansen,,Middelburgse Commercie Compagnie,1,,10619,Middelburg,nan,nan,1745-10-06,nan,nan,nan,nan,376,320,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK020,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Grenadier,Albert Steenhoff,,Middelburgse Commercie Compagnie,1,,10620,Middelburg,nan,nan,nan,nan,nan,nan,nan,352,196,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK021,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Grenadier,Jan van Kerkhoven,,Middelburgse Commercie Compagnie,1,,10621,Middelburg,nan,nan,nan,nan,nan,nan,nan,289,273,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK022,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Groot Prooijen,Willem Jansen,,Middelburgse Commercie Compagnie,1,,10624,Middelburg,nan,nan,1742-02-20,nan,nan,nan,nan,225,196,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK023,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Groot Prooijen,Gideon de Bonrepo,,Middelburgse Commercie Compagnie,1,,10625,Middelburg,nan,nan,1743-11-24,nan,nan,nan,nan,338,271,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK024,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Groot Prooijen,Hendrik van Rien,,Middelburgse Commercie Compagnie,1,,10626,Middelburg,nan,nan,1747-10-27,nan,nan,nan,nan,328,261,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK025,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Guinese Galei,Gideon de Bonrepo,,Middelburgse Commercie Compagnie,1,,10627,Middelburg,nan,nan,nan,nan,nan,nan,nan,246,201,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK026,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Haast U Langzaam,Jan Menkenveld,,Middelburgse Commercie Compagnie,1,,10659,Middelburg,nan,nan,nan,nan,nan,nan,nan,297,255,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK027,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Haast U Langzaam,Adriaan Chatelain,,Middelburgse Commercie Compagnie,1,,10660,Middelburg,nan,nan,1766-11-30,nan,nan,nan,1768-07-04,302,283,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK028,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Haast U Langzaam,Adriaan Chatelain,,Middelburgse Commercie Compagnie,1,,10661,Middelburg,nan,nan,1769-01-05,nan,nan,nan,1770-06-26,327,320,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK029,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Haast U Langzaam,Adriaan Chatelain,,Middelburgse Commercie Compagnie,1,,10662,Middelburg,nan,nan,nan,nan,nan,nan,1772-04-12,400,388,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK030,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Haast U Langzaam,Jan van Sprang,,Middelburgse Commercie Compagnie,1,,10663,Middelburg,nan,nan,1772-10-22,nan,nan,nan,1774-04-05,329,313,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK031,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Haast U Langzaam,Cornelis van Kakom,,Middelburgse Commercie Compagnie,1,,10664,Middelburg,nan,nan,nan,nan,nan,nan,nan,262,249,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK032,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Haast U Langzaam,Cornelis van Kakom,,Middelburgse Commercie Compagnie,1,,10665,Middelburg,nan,nan,1777-06-06,nan,nan,nan,1778-09-18,281,263,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK033,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Haast U Langzaam,Cornelis van Kakom,,Middelburgse Commercie Compagnie,1,,10666,Middelburg,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,yes,no,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK034,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Hof van Zeeland,Jan de Moor,,Middelburgse Commercie Compagnie,1,,10675,Middelburg,nan,nan,nan,nan,nan,nan,nan,318,268,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK035,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Jonge Willem,Johannes Noordhoek,,Middelburgse Commercie Compagnie,1,,10784,Middelburg,nan,nan,1769-10-02,nan,nan,nan,nan,118,116,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK036,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Jonge Willem,Johannes Noordhoek,,Middelburgse Commercie Compagnie,1,,10785,Middelburg,nan,nan,1771-01-15,nan,nan,nan,nan,189,183,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK037,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Jonge Willem,Johannes Noordhoek,,Middelburgse Commercie Compagnie,1,,10786,Middelburg,nan,nan,1772-04-14,nan,nan,nan,nan,108,107,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK038,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Jonge Willem,Cornelis Loef,,Middelburgse Commercie Compagnie,1,,10787,Middelburg,nan,nan,1774-07-06,nan,nan,nan,nan,150,132,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK039,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Jonge Willem,Cornelis Loef,,Middelburgse Commercie Compagnie,1,,10788,Middelburg,nan,nan,1778-04-25,nan,nan,nan,nan,203,197,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK040,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Jonge Willem,Pieter Lagaaij,,Middelburgse Commercie Compagnie,1,,10789,Middelburg,nan,nan,1780-07-18,nan,nan,nan,nan,nan,nan,1,yes,no,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds. Ship taken by English."
GK041,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Mercurius,Maarten Stam,,Middelburgse Commercie Compagnie,1,,10858,Middelburg,nan,nan,nan,nan,nan,nan,nan,231,199,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK042,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Middelburgs Welvaren,Jan van Kerkhoven,,Middelburgse Commercie Compagnie,1,,10869,Middelburg,nan,nan,1752-08-19,nan,nan,nan,nan,270,217,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK043,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Nieuwe Hoop,David Mulder,,Middelburgse Commercie Compagnie,1,,10905,Middelburg,nan,nan,1762-08-13,nan,nan,nan,1764-01-16,305,263,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK044,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Nieuwe Hoop,David Mulder,,Middelburgse Commercie Compagnie,1,,10906,Middelburg,nan,nan,1764-05-26,nan,nan,nan,1766-02-19,351,338,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK045,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Nieuwe Hoop,Jacob Bouque,,Middelburgse Commercie Compagnie,1,,10907,Middelburg,nan,nan,1766-12-30,nan,nan,nan,1768-05-31,325,291,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK046,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Nieuwe Hoop,Jacob Bouque,,Middelburgse Commercie Compagnie,1,,10908,Middelburg,nan,nan,1768-08-28,nan,nan,nan,1769-12-16,262,249,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK047,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Nieuwe Hoop,Jan Wilton,,Middelburgse Commercie Compagnie,1,,10909,Middelburg,nan,nan,1770-04-13,nan,nan,nan,1771-09-05,260,237,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK048,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Nieuwe Hoop,Jan Wilton,,Middelburgse Commercie Compagnie,1,,10910,Middelburg,nan,nan,1772-07-03,nan,nan,nan,1774-06-14,214,177,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK049,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Nieuwe Hoop,Jan Wilton,,Middelburgse Commercie Compagnie,1,,10911,Middelburg,nan,nan,1775-07-28,nan,nan,nan,1777-06-02,258,229,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK050,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Nieuwe Hoop,Robert Goodwill,,Middelburgse Commercie Compagnie,1,,10912,Middelburg,nan,nan,1779-03-25,nan,nan,nan,1780-05-21,298,282,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK051,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Nieuwe Hoop,Cornelis Loef,,Middelburgse Commercie Compagnie,1,,10913,Middelburg,nan,nan,1783-10-12,nan,nan,nan,1785-07-25,215,202,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds. Ship sold in Essequebo after being deemed unseaworthy."
GK052,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Philadelphia,Jan Menkenveld,,Middelburgse Commercie Compagnie,1,,10936,Middelburg,nan,nan,1752-11-18,nan,nan,nan,1754-06-04,230,215,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK053,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Philadelphia,Jan Menkenveld,,Middelburgse Commercie Compagnie,1,,10937,Middelburg,nan,nan,1754-09-21,nan,nan,nan,1755-12-21,261,243,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK054,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Philadelphia,Jan Menkenveld,,Middelburgse Commercie Compagnie,1,,10938,Middelburg,nan,nan,1756-09-07,nan,nan,nan,1757-10-12,308,286,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK055,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Philadelphia,Jan Menkenveld,,Middelburgse Commercie Compagnie,1,,10939,Middelburg,nan,nan,1758-06-04,nan,nan,nan,1759-09-10,337,260,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK056,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Philadelphia,Jan Menkenveld,,Middelburgse Commercie Compagnie,1,,10940,Middelburg,nan,nan,1760-03-06,nan,nan,nan,1761-07-08,312,287,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK057,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Philadelphia,Frans Wolff,,Middelburgse Commercie Compagnie,1,,10941,Middelburg,nan,nan,1762-04-12,nan,nan,nan,1763-07-07,358,329,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK058,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Philadelphia,Philippus Verdonk,,Middelburgse Commercie Compagnie,1,,10942,Middelburg,nan,nan,1763-10-17,nan,nan,nan,1765-06-07,324,250,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK059,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Prins Willem de Vijfde,Adriaan Jacobsz,,Middelburgse Commercie Compagnie,1,,10956,Middelburg,nan,nan,1751-12-11,nan,nan,nan,1753-04-26,261,246,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK060,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Prins Willem de Vijfde,Adriaan Jacobsz,,Middelburgse Commercie Compagnie,1,,10957,Middelburg,nan,nan,1753-08-11,nan,nan,nan,nan,233,225,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK061,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Prins Willem de Vijfde,Adriaan Jacobsz,,Middelburgse Commercie Compagnie,1,,10958,Middelburg,nan,nan,1755-05-23,nan,nan,nan,1756-07-30,348,340,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK062,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Prins Willem de Vijfde,Adriaan Jacobsz,,Middelburgse Commercie Compagnie,1,,10959,Middelburg,nan,nan,1757-04-19,nan,nan,nan,1758-06-17,465,465,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
GK063,Voyage,Gerhard de Kok,Firm,Dutch,"De Kok 2019, 280-290",nan,Prins Willem de Vijfde,Adriaan Jacobsz,,Middelburgse Commercie Compagnie,1,,10960,Middelburg,nan,nan,1759-06-20,nan,nan,nan,1760-06-28,478,474,1,yes,yes,,,"Figures are calculated from the accounts, more detail can be found in the MCC archive. Original source in Flemish Pounds."
